2,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,10,2,SPIEGEL,CANADIAN,3,4,2,2,4,4,8,3,1,8,6,5,1,1,9,4,1,7,7,10,band
3,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,10,9,TABLOID,SCANDANAVIAN,3,4,2,2,3,4,8,2,3,9,5,4,1,1,8,3,3,7,7,10,band
3,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,10,9,TABLOID,SCANDANAVIAN,3,5,2,2,3,3,8,1,3,8,5,4,1,1,7,3,3,7,7,10,band
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,10,9,TABLOID,SCANDANAVIAN,3,6,3,5,3,4,8,3,3,9,5,4,1,1,9,4,3,7,7,10,noband
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,10,2,TABLOID,SCANDANAVIAN,3,6,3,5,4,4,8,2,2,9,5,5,1,1,9,4,3,7,7,10,noband
3,NO,YES,BENTON,COATED,COATED,NO,LINE,NO,Motter94,10,2,TABLOID,CANADIAN,3,3,2,4,3,4,6,3,1,9,5,7,1,1,7,3,1,7,7,10,band
3,NO,YES,BENTON,COATED,COATED,NO,LINE,NO,Motter94,10,2,TABLOID,CANADIAN,1,2,3,3,5,3,6,4,1,9,5,7,1,1,9,4,2,7,7,10,band
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,6,2,TABLOID,NorthUS,3,3,3,2,4,7,6,3,6,8,2,5,1,1,8,3,3,7,7,10,noband
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,6,9,TABLOID,NorthUS,3,3,3,2,4,8,6,3,7,8,1,5,1,1,9,3,3,7,7,10,noband
1,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,8,2,TABLOID,NorthUS,3,5,3,4,3,5,5,2,3,6,4,6,1,1,9,3,2,9,9,10,noband
1,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,8,7,TABLOID,NorthUS,1,4,3,2,3,3,5,1,3,6,4,6,2,1,9,4,2,8,8,10,noband
3,NO,YES,BENTON,COATED,COATED,NO,LINE,NO,Motter94,10,2,TABLOID,NorthUS,3,4,4,6,5,5,6,4,1,10,5,7,3,1,9,4,1,5,5,10,band
1,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter70,5,1,CATALOG,NorthUS,3,2,2,2,4,2,7,3,1,6,7,5,1,1,4,5,2,7,7,10,noband
2,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,WoodHoe70,6,2,SPIEGEL,CANADIAN,1,5,1,4,3,5,5,3,2,7,5,5,1,1,9,6,1,6,6,10,band
2,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,6,2,TABLOID,NorthUS,3,4,3,4,4,9,8,3,1,6,5,7,2,1,10,3,4,6,6,10,noband
2,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,6,9,TABLOID,NorthUS,3,2,3,2,3,6,8,3,3,6,4,6,3,1,9,4,4,6,6,10,noband
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,6,9,CATALOG,NorthUS,3,3,3,5,3,6,6,4,1,6,6,5,1,1,10,4,1,6,6,10,noband
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,6,2,CATALOG,NorthUS,1,3,3,5,4,5,8,3,2,6,5,5,1,1,10,4,1,6,6,10,noband
1,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter70,5,1,CATALOG,NorthUS,3,2,2,2,4,2,7,3,1,6,6,6,1,1,4,5,2,7,7,10,noband
2,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,9,9,TABLOID,CANADIAN,1,6,3,2,4,6,7,3,1,9,5,8,8,1,7,4,1,6,6,10,noband
2,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,9,2,TABLOID,CANADIAN,1,6,3,5,4,5,7,3,1,9,5,8,8,1,5,6,1,6,6,10,noband
2,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,10,2,TABLOID,NorthUS,3,8,3,4,4,1,6,2,1,6,5,6,1,1,5,6,2,6,6,10,noband
2,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,10,9,TABLOID,NorthUS,3,6,3,3,5,1,6,1,3,6,5,5,1,1,6,3,2,6,6,10,noband
2,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,9,2,TABLOID,NorthUS,1,6,3,5,5,7,7,4,1,9,5,7,1,1,5,3,1,6,6,10,noband
3,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,8,2,TABLOID,CANADIAN,3,1,1,2,2,4,5,2,1,7,5,7,1,1,9,3,1,6,6,10,noband
3,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,8,7,TABLOID,CANADIAN,3,1,1,3,3,3,5,2,1,7,5,7,4,1,6,4,1,6,6,10,noband
3,NO,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,6,9,TABLOID,SCANDANAVIAN,3,4,3,6,4,5,4,4,1,8,6,5,1,1,8,5,3,6,6,10,noband
2,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,10,2,TABLOID,NorthUS,3,5,2,6,5,5,6,1,4,5,3,5,1,1,9,4,7,4,4,10,band
3,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,10,2,TABLOID,NorthUS,3,5,2,3,4,4,6,1,4,6,3,5,3,1,9,4,7,4,4,10,band
2,NO,NO,BENTON,COATED,COATED,NO,LINE,NO,Motter94,9,2,TABLOID,CANADIAN,1,4,3,2,3,3,6,3,1,7,5,7,1,1,4,4,2,6,6,10,noband
2,NO,NO,BENTON,COATED,COATED,NO,LINE,NO,Motter94,9,9,TABLOID,CANADIAN,3,4,3,4,4,3,7,2,1,7,5,7,1,1,4,4,2,6,6,10,noband
2,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,WoodHoe70,6,9,SPIEGEL,CANADIAN,3,4,1,3,6,6,5,3,1,8,6,5,1,1,9,4,1,6,6,10,noband
2,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,9,9,TABLOID,CANADIAN,1,6,3,2,5,6,6,4,1,9,5,8,1,1,7,3,1,6,6,10,noband
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Albert70,1,7,CATALOG,NorthUS,3,3,1,7,1,2,6,6,2,6,5,5,1,1,7,4,1,6,6,10,noband
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Albert70,1,2,CATALOG,NorthUS,3,3,1,8,4,3,6,7,1,6,6,5,1,1,10,6,1,6,6,10,noband
1,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,8,7,TABLOID,NorthUS,3,6,3,2,3,1,5,2,3,7,4,5,2,1,8,3,1,4,4,10,band
3,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,10,2,TABLOID,SouthUS,1,4,4,6,10,5,7,3,3,9,4,5,10,1,8,4,4,5,5,10,band
3,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,10,9,TABLOID,SouthUS,1,4,4,6,3,4,6,1,3,8,3,7,1,1,9,5,4,5,5,10,band
3,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,10,2,TABLOID,SouthUS,1,4,2,3,3,5,6,1,3,8,4,6,1,1,9,4,4,6,6,10,noband
3,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,10,9,TABLOID,SouthUS,1,4,2,2,3,5,6,1,4,8,3,6,1,1,9,4,4,6,6,10,noband
3,NO,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,10,2,TABLOID,SouthUS,3,5,3,4,3,3,6,1,1,8,6,5,1,1,9,5,4,7,7,10,band
3,NO,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,10,2,TABLOID,SouthUS,1,5,4,3,3,5,6,3,1,8,6,5,1,1,8,4,4,8,8,10,band
1,NO,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,10,2,TABLOID,SouthUS,3,5,2,4,4,4,8,2,1,8,6,5,1,1,9,4,4,7,7,10,band
3,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,9,9,TABLOID,SouthUS,3,4,2,6,6,6,5,3,1,8,6,5,3,1,6,5,4,7,7,10,band
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,8,7,TABLOID,NorthUS,3,4,2,5,3,3,5,1,1,7,5,6,3,1,9,3,3,4,4,10,noband
2,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,10,9,TABLOID,CANADIAN,1,3,2,2,4,6,8,3,1,9,6,5,3,1,7,4,1,4,4,10,noband
4,NO,YES,BENTON,COATED,UNCOATED,NO,LINE,YES,Motter70,5,9,CATALOG,NorthUS,1,3,3,5,3,2,8,3,1,6,6,6,1,1,9,4,4,8,8,10,noband
4,NO,YES,BENTON,UNCOATED,UNCOATED,NO,XYLOL,YES,Albert70,1,2,CATALOG,NorthUS,1,6,3,6,3,3,6,8,3,7,4,6,1,1,10,5,4,8,8,10,noband
4,NO,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,6,2,CATALOG,NorthUS,1,9,3,2,4,5,4,4,5,7,1,6,4,1,9,4,4,8,8,10,noband
3,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,8,2,TABLOID,CANADIAN,1,7,1,4,4,4,5,1,2,8,5,6,1,1,3,3,2,8,8,10,noband
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,8,2,TABLOID,NorthUS,3,4,2,2,3,5,5,1,3,7,4,6,1,1,7,4,3,4,4,10,noband
4,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,5,1,CATALOG,NorthUS,1,6,3,2,4,4,6,3,4,7,3,5,1,1,9,4,4,8,8,10,noband
4,NO,YES,BENTON,COATED,UNCOATED,NO,LINE,YES,Motter70,5,10,CATALOG,NorthUS,1,3,3,2,4,2,8,3,1,6,6,6,1,1,8,4,4,8,8,10,noband
4,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,5,5,CATALOG,NorthUS,1,6,3,3,4,3,6,3,1,7,5,7,3,1,8,3,4,8,8,10,noband
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,6,9,TABLOID,NorthUS,1,6,3,6,3,4,6,2,3,8,5,4,2,1,3,1,3,6,6,10,band
4,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,5,5,CATALOG,NorthUS,1,6,1,3,3,4,6,3,3,7,4,5,1,1,8,4,4,8,8,10,noband
4,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,5,9,CATALOG,NorthUS,1,6,3,4,3,4,4,3,2,7,4,6,1,1,9,6,4,8,8,10,noband
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,10,9,TABLOID,SCANDANAVIAN,1,4,3,2,4,5,8,3,2,7,5,6,1,1,7,4,3,6,6,10,noband
4,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,5,1,CATALOG,NorthUS,1,6,1,2,3,2,6,3,4,7,5,7,1,1,8,3,4,5,5,10,noband
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,10,2,TABLOID,NorthUS,1,4,3,6,4,4,5,1,3,8,5,4,3,1,9,2,3,6,6,10,noband
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,10,9,TABLOID,NorthUS,1,4,3,6,4,3,5,1,4,8,5,4,3,1,6,4,3,6,6,10,noband
2,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,9,9,TABLOID,CANADIAN,1,4,3,4,4,5,5,3,2,8,5,6,1,1,8,5,1,6,6,10,noband
1,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,8,7,TABLOID,NorthUS,3,5,3,4,3,4,5,3,5,7,3,5,2,1,5,3,2,6,6,10,band
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,6,2,TABLOID,NorthUS,1,8,4,6,3,5,6,3,1,7,5,7,1,1,9,3,2,6,6,10,noband
1,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,8,7,TABLOID,NorthUS,1,7,4,4,1,3,5,3,2,7,5,6,1,1,9,4,2,7,7,10,band
1,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,8,2,TABLOID,NorthUS,3,5,3,4,3,4,5,1,5,7,3,5,1,1,6,4,2,6,6,10,noband
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,6,9,TABLOID,NorthUS,1,7,4,2,4,4,6,2,1,7,5,7,1,1,9,6,2,6,6,10,noband
3,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,10,2,TABLOID,NorthUS,3,4,4,3,4,4,8,4,1,8,6,5,1,1,8,4,3,5,5,10,noband
3,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,10,9,TABLOID,NorthUS,3,4,4,3,5,5,8,3,1,8,6,5,1,1,8,4,3,5,5,10,noband
1,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,8,7,TABLOID,NorthUS,3,4,3,5,3,5,5,5,5,8,3,5,6,1,5,3,2,5,5,10,band
3,NO,NO,BENTON,COATED,COATED,NO,LINE,YES,Motter94,10,1,TABLOID,CANADIAN,3,3,3,2,4,9,7,3,1,9,4,8,1,1,1,1,1,5,5,10,band
2,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,10,2,TABLOID,NorthUS,1,4,3,5,3,5,10,1,5,6,3,4,1,1,9,1,4,8,8,10,noband
2,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,10,9,TABLOID,NorthUS,1,5,3,5,4,4,10,1,4,6,3,5,1,1,9,6,4,8,8,10,noband
2,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,9,2,TABLOID,CANADIAN,1,6,3,5,4,3,7,3,1,10,5,6,1,1,9,3,1,6,6,10,noband
2,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,9,9,TABLOID,CANADIAN,1,5,3,4,4,5,5,3,3,10,3,6,1,1,9,4,1,6,6,10,noband
3,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,9,2,TABLOID,CANADIAN,3,3,4,3,4,4,7,3,3,8,3,7,1,1,9,5,1,6,6,10,noband
3,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,9,9,TABLOID,CANADIAN,3,3,4,3,4,7,5,3,5,8,2,6,1,1,9,6,1,6,6,10,noband
2,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,10,2,SPIEGEL,CANADIAN,3,3,3,3,3,4,10,1,3,8,4,6,1,1,9,7,2,7,7,10,noband
2,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,10,9,SPIEGEL,CANADIAN,3,3,3,3,3,5,10,1,2,8,4,7,1,1,10,6,2,7,7,10,noband
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter70,5,1,CATALOG,NorthUS,1,4,3,2,3,3,6,3,1,7,5,7,1,1,9,3,3,6,6,10,noband
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter70,5,5,CATALOG,NorthUS,1,4,3,3,4,3,6,3,2,7,5,6,1,1,5,2,3,6,6,10,noband
2,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,10,2,SPIEGEL,CANADIAN,1,5,9,7,3,5,6,2,1,8,6,5,1,1,7,6,2,6,6,10,band
2,NO,YES,BENTON,COATED,COATED,NO,LINE,NO,WoodHoe70,6,2,TABLOID,CANADIAN,1,4,7,3,3,5,8,3,1,10,6,6,2,1,9,4,1,7,7,10,band
4,YES,YES,BENTON,COATED,COATED,NO,LINE,NO,Motter70,5,9,CATALOG,NorthUS,1,7,6,5,4,9,8,3,1,7,5,7,1,1,8,4,4,7,7,10,band
2,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,WoodHoe70,6,2,SPIEGEL,CANADIAN,1,4,6,8,4,8,6,2,3,6,4,5,1,1,10,5,2,7,7,10,band
2,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,WoodHoe70,6,2,SPIEGEL,CANADIAN,1,4,5,4,4,7,6,2,3,8,4,5,1,1,10,5,2,5,5,10,band
1,YES,YES,BENTON,UNCOATED,COVER,NO,LINE,YES,Motter94,8,7,TABLOID,NorthUS,1,4,5,7,3,4,5,2,1,7,3,9,1,1,9,4,4,7,7,10,band
1,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,8,7,TABLOID,CANADIAN,1,6,6,4,4,4,5,2,1,7,5,6,2,1,9,3,2,6,6,10,band
1,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,8,7,TABLOID,NorthUS,1,5,6,4,3,4,6,1,1,7,5,6,2,1,7,3,2,6,6,10,band
2,NO,NO,BENTON,COATED,COATED,NO,LINE,NO,Motter94,9,2,TABLOID,CANADIAN,1,5,9,7,4,4,7,5,1,8,5,7,2,1,9,4,2,6,6,10,noband
2,NO,NO,BENTON,COATED,COATED,NO,LINE,YES,Motter94,9,9,TABLOID,CANADIAN,1,5,9,6,4,6,5,3,1,8,3,4,1,1,9,4,2,6,6,10,noband
4,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,5,5,CATALOG,NorthUS,1,6,5,5,5,3,6,3,1,7,5,7,1,1,8,4,4,7,7,10,noband
4,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,1,7,CATALOG,NorthUS,1,6,6,3,2,4,5,3,2,7,6,5,1,1,10,7,4,5,5,10,noband
4,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,1,2,CATALOG,NorthUS,1,6,6,3,3,3,5,6,3,7,3,6,1,1,10,4,4,5,5,10,noband
4,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,5,1,CATALOG,NorthUS,1,6,5,4,4,3,6,3,6,7,2,4,1,1,9,3,4,7,7,10,noband
3,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,WoodHoe70,6,2,TABLOID,CANADIAN,3,2,8,5,2,8,8,3,1,7,5,7,1,1,9,4,1,8,8,10,band
3,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,WoodHoe70,6,2,TABLOID,CANADIAN,3,6,7,4,2,7,9,3,1,6,7,5,1,1,9,4,2,7,7,10,band
1,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,8,7,TABLOID,NorthUS,3,7,5,5,3,4,5,2,7,7,2,4,1,1,8,4,2,6,6,10,band
3,NO,YES,BENTON,COATED,COATED,NO,LINE,NO,WoodHoe70,6,2,TABLOID,CANADIAN,1,3,6,5,4,5,6,1,1,8,10,1,1,1,9,5,2,7,7,10,band
3,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,8,7,TABLOID,NorthUS,3,7,6,3,3,6,5,2,5,8,4,3,3,1,7,3,2,6,6,10,band
1,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,8,7,TABLOID,NorthUS,1,7,4,2,3,5,5,1,5,8,2,5,1,1,9,3,2,7,7,10,band
4,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,1,2,CATALOG,NorthUS,1,6,5,2,4,7,6,7,1,6,6,5,1,1,10,5,4,7,7,10,noband
4,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,1,7,CATALOG,NorthUS,1,6,5,2,4,4,6,8,2,6,6,5,2,1,10,4,4,7,7,10,noband
2,NO,NO,BENTON,COATED,COATED,NO,LINE,YES,Motter94,9,9,TABLOID,CANADIAN,3,3,6,3,4,6,5,3,2,9,5,6,1,1,6,2,1,6,6,10,noband
2,NO,NO,BENTON,COATED,COATED,NO,LINE,YES,Motter94,9,2,TABLOID,CANADIAN,3,3,6,2,3,5,7,5,3,9,4,5,6,1,6,4,1,5,5,10,noband
3,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,9,2,TABLOID,CANADIAN,3,4,5,2,4,3,7,3,1,10,5,7,6,1,9,6,2,6,6,10,noband
4,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,9,9,TABLOID,CANADIAN,3,4,5,3,4,3,5,3,1,10,5,7,6,1,5,2,2,6,6,10,noband
2,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,10,2,TABLOID,NorthUS,1,5,7,3,3,5,8,1,2,8,5,6,1,1,7,9,2,7,7,10,noband
2,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,10,9,TABLOID,NorthUS,3,3,7,3,4,4,6,1,2,8,4,7,1,1,9,6,2,7,7,10,noband
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,6,9,CATALOG,NorthUS,3,4,6,2,4,4,4,5,2,7,5,6,1,1,9,6,3,6,6,10,noband
3,NO,YES,BENTON,UNCOATED,COVER,NO,LINE,YES,WoodHoe70,6,2,CATALOG,NorthUS,3,4,6,2,4,5,4,4,2,7,5,5,1,1,9,4,3,6,6,10,noband
3,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,8,2,TABLOID,NorthUS,3,7,3,4,4,5,5,1,5,8,4,4,3,1,9,4,2,5,5,10,noband
1,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,8,7,TABLOID,NorthUS,1,6,8,7,4,6,5,3,1,7,9,3,3,1,9,4,2,6,6,10,band
2,NO,YES,BENTON,COATED,COATED,NO,LINE,NO,WoodHoe70,6,9,TABLOID,CANADIAN,1,4,6,3,4,5,4,3,1,9,6,6,1,1,9,6,1,7,7,10,band
2,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,9,2,TABLOID,CANADIAN,1,5,6,6,4,4,7,3,2,9,5,6,2,1,9,5,1,7,7,10,noband
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,10,2,TABLOID,SCANDANAVIAN,1,5,9,7,4,5,6,3,1,9,5,7,1,1,5,4,3,7,7,10,noband
3,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,10,9,TABLOID,SCANDANAVIAN,1,5,9,6,4,5,6,3,1,9,4,9,1,1,5,3,3,7,7,10,noband
2,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,9,9,TABLOID,CANADIAN,1,5,6,6,4,4,5,5,3,9,4,5,2,1,9,7,1,7,7,10,noband
